species_ID,family,stern_phylogeny,traditional_hobbs_burrow_category,combined_burrow_category,conspic_color,conspicous_body_color_present,body_color_zg,body_color_Observer1,body_color_Observer2,body_color_Observer3,body_color_Observer4,body_color_Observer5,body_color_Observer6,body_color_Observer7,body_color_Observer8,body_color_Observer9,body_color_Observer10,conspicious_claw_color_present,claw_color,body_color_red,body_color_blue,body_color_orange,body_color_purple,body_color_unpigmented,claw_color_red,claw_color_blue,claw_color_orange,claw_color_purple
Cambarus_tenebrosus,Cambaridea,1,tertiary_burrower,aquatic_burrower,no,no,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,no,no,0,0,0,0,0,0,0,0,0
Cambarus_tuckasegee,Cambaridea,1,tertiary_burrower,aquatic_burrower,no,no,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,no,no,0,0,0,0,0,0,0,0,0
Cambarus_unestami,Cambaridea,1,tertiary_burrower,aquatic_burrower,no,no,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,no,no,0,0,0,0,0,0,0,0,0
Cherax_cainii,Parastacidea,1,tertiary_burrower,aquatic_burrower,no,no,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,no,no,0,0,0,0,0,0,0,0,0
Cherax_cairnsensis,Parastacidea,1,primary_burrower,terrestrial_burrower,no,no,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,no,no,0,0,0,0,0,0,0,0,0
Cherax_crassimanus,Parastacidea,1,tertiary_burrower,aquatic_burrower,no,no,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,no,no,0,0,0,0,0,0,0,0,0
Cherax_cuspidatus,Parastacidea,1,primary_burrower,terrestrial_burrower,no,no,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,no,no,0,0,0,0,0,0,0,0,0
Cherax_depressus,Parastacidea,1,primary_burrower,terrestrial_burrower,yes,no,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,yes,blue,0,0,0,0,0,0,1,0,0
Cherax_dispar,Parastacidea,1,tertiary_burrower,aquatic_burrower,no,no,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,no,no,0,0,0,0,0,0,0,0,0
Cherax_glaber,Parastacidea,1,secondary_burrower,terrestrial_burrower,no,no,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,no,no,0,0,0,0,0,0,0,0,0
Cherax_parvus,Parastacidea,1,tertiary_burrower,aquatic_burrower,no,no,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,no,no,0,0,0,0,0,0,0,0,0
Cherax_punctatus,Parastacidea,1,primary_burrower,terrestrial_burrower,no,no,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,no,no,0,0,0,0,0,0,0,0,0
Cherax_quinquecarinatus,Parastacidea,1,secondary_burrower,terrestrial_burrower,no,no,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,no,no,0,0,0,0,0,0,0,0,0
Cherax_rhynchotus,Parastacidea,1,secondary_burrower,terrestrial_burrower,no,no,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,no,no,0,0,0,0,0,0,0,0,0
Cherax_rotundus,Parastacidea,1,primary_burrower,terrestrial_burrower,no,no,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,no,no,0,0,0,0,0,0,0,0,0
Cherax_setosus,Parastacidea,1,primary_burrower,terrestrial_burrower,no,no,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,no,no,0,0,0,0,0,0,0,0,0
Cherax_tenuimanus,Parastacidea,1,tertiary_burrower,aquatic_burrower,no,no,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,no,no,0,0,0,0,0,0,0,0,0
Creaserinus_burrisi,Cambaridea,1,primary_burrower,terrestrial_burrower,no,no,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,no,no,0,0,0,0,0,0,0,0,0
Creaserinus_danielae,Cambaridea,1,primary_burrower,terrestrial_burrower,no,no,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,no,no,0,0,0,0,0,0,0,0,0
Creaserinus_fodiens,Cambaridea,1,primary_burrower,terrestrial_burrower,no,no,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,no,no,0,0,0,0,0,0,0,0,0
Creaserinus_gilpini,Cambaridea,1,primary_burrower,terrestrial_burrower,no,no,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,no,no,0,0,0,0,0,0,0,0,0
Creaserinus_gordoni,Cambaridea,1,primary_burrower,terrestrial_burrower,no,no,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,no,no,0,0,0,0,0,0,0,0,0
Distocambarus_devexus,Cambaridea,1,primary_burrower,terrestrial_burrower,no,no,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,no,no,0,0,0,0,0,0,0,0,0
Engaeus_cunicularius,Parastacidea,1,secondary_burrower,terrestrial_burrower,no,no,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,no,no,0,0,0,0,0,0,0,0,0
Engaeus_karnanga,Parastacidea,1,secondary_burrower,terrestrial_burrower,no,no,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,no,no,0,0,0,0,0,0,0,0,0
Engaeus_laevis,Parastacidea,1,secondary_burrower,terrestrial_burrower,no,no,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,no,no,0,0,0,0,0,0,0,0,0
Engaeus_mairener,Parastacidea,1,secondary_burrower,terrestrial_burrower,no,no,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,no,no,0,0,0,0,0,0,0,0,0
Engaeus_merosetosus,Parastacidea,1,secondary_burrower,terrestrial_burrower,no,no,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,no,no,0,0,0,0,0,0,0,0,0
Engaeus_nulloporius,Parastacidea,1,secondary_burrower,terrestrial_burrower,no,no,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,no,no,0,0,0,0,0,0,0,0,0
Engaeus_quadrimanus,Parastacidea,1,primary_burrower,terrestrial_burrower,no,no,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,no,no,0,0,0,0,0,0,0,0,0
Engaeus_sericatus,Parastacidea,1,primary_burrower,terrestrial_burrower,no,no,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,no,no,0,0,0,0,0,0,0,0,0
Engaeus_spinicaudatus,Parastacidea,1,primary_burrower,terrestrial_burrower,no,no,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,no,no,0,0,0,0,0,0,0,0,0
Engaeus_sternalis,Parastacidea,1,primary_burrower,terrestrial_burrower,no,no,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,no,no,0,0,0,0,0,0,0,0,0
Engaeus_yabbimunna,Parastacidea,1,primary_burrower,terrestrial_burrower,no,no,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,no,no,0,0,0,0,0,0,0,0,0
Engaewa_reducta,Parastacidea,1,primary_burrower,terrestrial_burrower,yes,no,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,yes,blue_purple,0,0,0,0,0,0,1,0,1
Engaewa_similis,Parastacidea,1,primary_burrower,terrestrial_burrower,yes,no,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,yes,blue_purple,0,0,0,0,0,0,1,0,1
Euastacus_armatus,Parastacidea,1,secondary_burrower,terrestrial_burrower,no,no,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,no,no,0,0,0,0,0,0,0,0,0
Euastacus_balanensis,Parastacidea,1,secondary_burrower,terrestrial_burrower,no,no,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,no,no,0,0,0,0,0,0,0,0,0
Euastacus_bidawalus,Parastacidea,1,tertiary_burrower,aquatic_burrower,yes,no,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,yes,red,0,0,0,0,0,1,0,0,0
Euastacus_bindal,Parastacidea,1,secondary_burrower,terrestrial_burrower,no,no,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,no,no,0,0,0,0,0,0,0,0,0
Euastacus_bispinosus,Parastacidea,1,tertiary_burrower,aquatic_burrower,no,no,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,no,no,0,0,0,0,0,0,0,0,0
Euastacus_brachythorax,Parastacidea,1,tertiary_burrower,aquatic_burrower,no,no,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,no,no,0,0,0,0,0,0,0,0,0
Euastacus_clarkae,Parastacidea,1,tertiary_burrower,aquatic_burrower,no,no,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,no,no,0,0,0,0,0,0,0,0,0
Euastacus_claytoni,Parastacidea,1,tertiary_burrower,aquatic_burrower,no,no,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,no,no,0,0,0,0,0,0,0,0,0
Euastacus_dharawalus,Parastacidea,1,tertiary_burrower,aquatic_burrower,no,no,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,no,no,0,0,0,0,0,0,0,0,0
Euastacus_diversus,Parastacidea,1,tertiary_burrower,aquatic_burrower,no,no,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,no,no,0,0,0,0,0,0,0,0,0
Euastacus_eungella,Parastacidea,1,secondary_burrower,terrestrial_burrower,yes,no,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,yes,blue_purple,0,0,0,0,0,0,1,0,1
Euastacus_gumar,Parastacidea,1,tertiary_burrower,aquatic_burrower,yes,no,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,yes,red,0,0,0,0,0,1,0,0,0
Euastacus_guwinus,Parastacidea,1,tertiary_burrower,aquatic_burrower,no,no,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,no,no,0,0,0,0,0,0,0,0,0
Euastacus_hystricosus,Parastacidea,1,tertiary_burrower,aquatic_burrower,no,no,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,no,no,0,0,0,0,0,0,0,0,0
Euastacus_maidae,Parastacidea,1,tertiary_burrower,aquatic_burrower,yes,no,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,yes,blue,0,0,0,0,0,0,1,0,0
Euastacus_mirangudjin,Parastacidea,1,secondary_burrower,terrestrial_burrower,no,no,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,no,no,0,0,0,0,0,0,0,0,0
Euastacus_monteithorum,Parastacidea,1,secondary_burrower,terrestrial_burrower,no,no,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,no,no,0,0,0,0,0,0,0,0,0
Euastacus_neohirsutus,Parastacidea,1,secondary_burrower,terrestrial_burrower,no,no,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,no,no,0,0,0,0,0,0,0,0,0
Euastacus_polysetosus,Parastacidea,1,secondary_burrower,terrestrial_burrower,no,no,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,no,no,0,0,0,0,0,0,0,0,0
Euastacus_rieki,Parastacidea,1,tertiary_burrower,aquatic_burrower,no,no,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,no,no,0,0,0,0,0,0,0,0,0
Euastacus_setosus,Parastacidea,1,tertiary_burrower,aquatic_burrower,no,no,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,no,no,0,0,0,0,0,0,0,0,0
Euastacus_spinichelatus,Parastacidea,1,secondary_burrower,terrestrial_burrower,no,no,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,no,no,0,0,0,0,0,0,0,0,0
Fallicambarus_devastator,Cambaridea,1,primary_burrower,terrestrial_burrower,no,no,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,no,no,0,0,0,0,0,0,0,0,0
Fallicambarus_harpi,Cambaridea,1,primary_burrower,terrestrial_burrower,no,no,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,no,no,0,0,0,0,0,0,0,0,0
Fallicambarus_houstonensis,Cambaridea,1,primary_burrower,terrestrial_burrower,no,no,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,no,no,0,0,0,0,0,0,0,0,0
Fallicambarus_jeanae,Cambaridea,1,primary_burrower,terrestrial_burrower,no,no,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,no,no,0,0,0,0,0,0,0,0,0
Fallicambarus_kountzeae,Cambaridea,1,primary_burrower,terrestrial_burrower,no,no,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,no,no,0,0,0,0,0,0,0,0,0
Fallicambarus_macneesei,Cambaridea,1,primary_burrower,terrestrial_burrower,no,no,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,no,no,0,0,0,0,0,0,0,0,0
Fallicambarus_petilicarpus,Cambaridea,1,primary_burrower,terrestrial_burrower,no,no,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,no,no,0,0,0,0,0,0,0,0,0
Fallicambarus_strawni,Cambaridea,1,primary_burrower,terrestrial_burrower,no,no,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,no,no,0,0,0,0,0,0,0,0,0
Fallicambarus_wallsi,Cambaridea,1,primary_burrower,terrestrial_burrower,no,no,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,no,no,0,0,0,0,0,0,0,0,0
Faxonella_clypeata,Cambaridea,1,secondary_burrower,terrestrial_burrower,no,no,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,no,no,0,0,0,0,0,0,0,0,0
Faxonella_creaseri,Cambaridea,1,secondary_burrower,terrestrial_burrower,no,no,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,no,no,0,0,0,0,0,0,0,0,0
Faxonius_acares,Cambaridea,1,tertiary_burrower,aquatic_burrower,no,no,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,no,no,0,0,0,0,0,0,0,0,0
Faxonius_alabamensis,Cambaridea,1,tertiary_burrower,aquatic_burrower,no,no,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,no,no,0,0,0,0,0,0,0,0,0
Faxonius_burri,Cambaridea,1,tertiary_burrower,aquatic_burrower,no,no,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,no,no,0,0,0,0,0,0,0,0,0
Faxonius_carolinensis,Cambaridea,1,tertiary_burrower,aquatic_burrower,no,no,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,no,no,0,0,0,0,0,0,0,0,0
Faxonius_causeyi,Cambaridea,1,tertiary_burrower,aquatic_burrower,no,no,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,no,no,0,0,0,0,0,0,0,0,0
Faxonius_chickasawae,Cambaridea,1,tertiary_burrower,aquatic_burrower,no,no,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,no,no,0,0,0,0,0,0,0,0,0
Faxonius_compressus,Cambaridea,1,tertiary_burrower,aquatic_burrower,no,no,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,no,no,0,0,0,0,0,0,0,0,0
Faxonius_cooperi,Cambaridea,1,tertiary_burrower,aquatic_burrower,no,no,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,no,no,0,0,0,0,0,0,0,0,0
Faxonius_cristavarius,Cambaridea,1,tertiary_burrower,aquatic_burrower,no,no,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,no,no,0,0,0,0,0,0,0,0,0
Faxonius_deanae,Cambaridea,1,tertiary_burrower,aquatic_burrower,no,no,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,no,no,0,0,0,0,0,0,0,0,0
Faxonius_durelli,Cambaridea,1,tertiary_burrower,aquatic_burrower,no,no,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,no,no,0,0,0,0,0,0,0,0,0
Faxonius_erichsonianus,Cambaridea,1,tertiary_burrower,aquatic_burrower,no,no,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,no,no,0,0,0,0,0,0,0,0,0
Faxonius_etnieri,Cambaridea,1,tertiary_burrower,aquatic_burrower,no,no,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,no,no,0,0,0,0,0,0,0,0,0
Faxonius_forceps,Cambaridea,1,tertiary_burrower,aquatic_burrower,no,no,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,no,no,0,0,0,0,0,0,0,0,0
Faxonius_harrisonii,Cambaridea,1,tertiary_burrower,aquatic_burrower,no,no,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,no,no,0,0,0,0,0,0,0,0,0
Faxonius_hartfieldi,Cambaridea,1,tertiary_burrower,aquatic_burrower,no,no,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,no,no,0,0,0,0,0,0,0,0,0
Faxonius_hobbsi,Cambaridea,1,tertiary_burrower,aquatic_burrower,no,no,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,no,no,0,0,0,0,0,0,0,0,0
Faxonius_holti,Cambaridea,1,tertiary_burrower,aquatic_burrower,no,no,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,no,no,0,0,0,0,0,0,0,0,0
Faxonius_hylas,Cambaridea,1,tertiary_burrower,aquatic_burrower,no,no,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,no,no,0,0,0,0,0,0,0,0,0
Faxonius_illinoiensis,Cambaridea,1,tertiary_burrower,aquatic_burrower,no,no,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,no,no,0,0,0,0,0,0,0,0,0
Faxonius_immunis,Cambaridea,1,tertiary_burrower,aquatic_burrower,no,no,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,no,no,0,0,0,0,0,0,0,0,0
Faxonius_indianensis,Cambaridea,1,tertiary_burrower,aquatic_burrower,no,no,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,no,no,0,0,0,0,0,0,0,0,0
Faxonius_jeffersoni,Cambaridea,1,tertiary_burrower,aquatic_burrower,no,no,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,no,no,0,0,0,0,0,0,0,0,0
Faxonius_jonesi,Cambaridea,1,tertiary_burrower,aquatic_burrower,no,no,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,no,no,0,0,0,0,0,0,0,0,0
Faxonius_juvenilis,Cambaridea,1,tertiary_burrower,aquatic_burrower,no,no,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,no,no,0,0,0,0,0,0,0,0,0
Faxonius_kentuckiensis,Cambaridea,1,tertiary_burrower,aquatic_burrower,no,no,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,no,no,0,0,0,0,0,0,0,0,0
Faxonius_lancifer,Cambaridea,1,tertiary_burrower,aquatic_burrower,no,no,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,no,no,0,0,0,0,0,0,0,0,0
Faxonius_leptogonopodus,Cambaridea,1,tertiary_burrower,aquatic_burrower,no,no,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,no,no,0,0,0,0,0,0,0,0,0
Faxonius_limosus,Cambaridea,1,tertiary_burrower,aquatic_burrower,no,no,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,no,no,0,0,0,0,0,0,0,0,0
Faxonius_longidigitus,Cambaridea,1,tertiary_burrower,aquatic_burrower,yes,no,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,yes,blue,0,0,0,0,0,0,1,0,0
Faxonius_luteus,Cambaridea,1,tertiary_burrower,aquatic_burrower,no,no,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,no,no,0,0,0,0,0,0,0,0,0
Faxonius_macrus,Cambaridea,1,tertiary_burrower,aquatic_burrower,no,no,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,no,no,0,0,0,0,0,0,0,0,0
Faxonius_maletae,Cambaridea,1,tertiary_burrower,aquatic_burrower,no,no,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,no,no,0,0,0,0,0,0,0,0,0
Faxonius_medius,Cambaridea,1,tertiary_burrower,aquatic_burrower,no,no,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,no,no,0,0,0,0,0,0,0,0,0
Faxonius_meeki_brevis,Cambaridea,1,tertiary_burrower,aquatic_burrower,no,no,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,no,no,0,0,0,0,0,0,0,0,0
