species_ID,family,stern_phylogeny,traditional_hobbs_burrow_category,combined_burrow_category,conspic_color,conspicous_body_color_present,body_color_zg,body_color_Observer1,body_color_Observer2,body_color_Observer3,body_color_Observer4,body_color_Observer5,body_color_Observer6,body_color_Observer7,body_color_Observer8,body_color_Observer9,body_color_Observer10,conspicious_claw_color_present,claw_color,body_color_red,body_color_blue,body_color_orange,body_color_purple,body_color_unpigmented,claw_color_red,claw_color_blue,claw_color_orange,claw_color_purple
Faxonius_meeki_meeki,Cambaridea,1,tertiary_burrower,aquatic_burrower,no,no,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,no,no,0,0,0,0,0,0,0,0,0
Faxonius_menae,Cambaridea,1,tertiary_burrower,aquatic_burrower,no,no,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,no,no,0,0,0,0,0,0,0,0,0
Faxonius_nais,Cambaridea,1,tertiary_burrower,aquatic_burrower,no,no,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,no,no,0,0,0,0,0,0,0,0,0
Faxonius_nana,Cambaridea,1,tertiary_burrower,aquatic_burrower,no,no,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,no,no,0,0,0,0,0,0,0,0,0
Faxonius_neglectus_neglectus,Cambaridea,1,tertiary_burrower,aquatic_burrower,no,no,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,no,no,0,0,0,0,0,0,0,0,0
Faxonius_obscurus,Cambaridea,1,tertiary_burrower,aquatic_burrower,no,no,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,no,no,0,0,0,0,0,0,0,0,0
Faxonius_ozarkae,Cambaridea,1,tertiary_burrower,aquatic_burrower,no,no,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,no,no,0,0,0,0,0,0,0,0,0
Faxonius_palmeri_longimanus,Cambaridea,1,tertiary_burrower,aquatic_burrower,no,no,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,no,no,0,0,0,0,0,0,0,0,0
Faxonius_perfectus,Cambaridea,1,tertiary_burrower,aquatic_burrower,no,no,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,no,no,0,0,0,0,0,0,0,0,0
Faxonius_peruncus,Cambaridea,1,tertiary_burrower,aquatic_burrower,no,no,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,no,no,0,0,0,0,0,0,0,0,0
Faxonius_placidus,Cambaridea,1,tertiary_burrower,aquatic_burrower,no,no,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,no,no,0,0,0,0,0,0,0,0,0
Faxonius_propinquus,Cambaridea,1,tertiary_burrower,aquatic_burrower,no,no,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,no,no,0,0,0,0,0,0,0,0,0
Faxonius_punctimanus,Cambaridea,1,tertiary_burrower,aquatic_burrower,no,no,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,no,no,0,0,0,0,0,0,0,0,0
Faxonius_putnami,Cambaridea,1,tertiary_burrower,aquatic_burrower,no,no,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,no,no,0,0,0,0,0,0,0,0,0
Faxonius_quadruncus,Cambaridea,1,tertiary_burrower,aquatic_burrower,no,no,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,no,no,0,0,0,0,0,0,0,0,0
Faxonius_quinebaugensis,Cambaridea,1,tertiary_burrower,aquatic_burrower,no,no,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,no,no,0,0,0,0,0,0,0,0,0
Faxonius_rafinesquei,Cambaridea,1,tertiary_burrower,aquatic_burrower,no,no,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,no,no,0,0,0,0,0,0,0,0,0
Faxonius_ronaldi,Cambaridea,1,tertiary_burrower,aquatic_burrower,no,no,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,no,no,0,0,0,0,0,0,0,0,0
Faxonius_rusticus,Cambaridea,1,tertiary_burrower,aquatic_burrower,yes,no,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,yes,purple,0,0,0,0,0,0,0,0,1
Faxonius_sanbornii,Cambaridea,1,tertiary_burrower,aquatic_burrower,no,no,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,no,no,0,0,0,0,0,0,0,0,0
Faxonius_saxatilis,Cambaridea,1,tertiary_burrower,aquatic_burrower,no,no,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,no,no,0,0,0,0,0,0,0,0,0
Faxonius_shoupi,Cambaridea,1,tertiary_burrower,aquatic_burrower,no,no,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,no,no,0,0,0,0,0,0,0,0,0
Faxonius_spinosus,Cambaridea,1,tertiary_burrower,aquatic_burrower,no,no,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,no,no,0,0,0,0,0,0,0,0,0
Faxonius_stannardi,Cambaridea,1,tertiary_burrower,aquatic_burrower,no,no,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,no,no,0,0,0,0,0,0,0,0,0
Faxonius_tricuspis,Cambaridea,1,tertiary_burrower,aquatic_burrower,no,no,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,no,no,0,0,0,0,0,0,0,0,0
Faxonius_validus,Cambaridea,1,tertiary_burrower,aquatic_burrower,no,no,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,no,no,0,0,0,0,0,0,0,0,0
Faxonius_virginiensis,Cambaridea,1,tertiary_burrower,aquatic_burrower,no,no,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,no,no,0,0,0,0,0,0,0,0,0
Faxonius_virilis,Cambaridea,1,tertiary_burrower,aquatic_burrower,yes,no,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,yes,blue,0,0,0,0,0,0,1,0,0
Faxonius_williamsi,Cambaridea,1,tertiary_burrower,aquatic_burrower,no,no,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,no,no,0,0,0,0,0,0,0,0,0
Faxonius_wrighti,Cambaridea,1,tertiary_burrower,aquatic_burrower,no,no,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,no,no,0,0,0,0,0,0,0,0,0
Geocharax_falcata,Parastacidea,1,secondary_burrower,terrestrial_burrower,no,no,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,no,no,0,0,0,0,0,0,0,0,0
Geocharax_gracilis,Parastacidea,1,secondary_burrower,terrestrial_burrower,no,no,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,no,no,0,0,0,0,0,0,0,0,0
Gramastacus_insolitus,Parastacidea,1,secondary_burrower,terrestrial_burrower,no,no,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,no,no,0,0,0,0,0,0,0,0,0
Hobbseus_cristatus,Cambaridea,1,secondary_burrower,terrestrial_burrower,no,no,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,no,no,0,0,0,0,0,0,0,0,0
Hobbseus_prominens,Cambaridea,1,secondary_burrower,terrestrial_burrower,no,no,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,no,no,0,0,0,0,0,0,0,0,0
Hobbseus_valleculus,Cambaridea,1,secondary_burrower,terrestrial_burrower,no,no,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,no,no,0,0,0,0,0,0,0,0,0
Hobbseus_yalobushensis,Cambaridea,1,secondary_burrower,terrestrial_burrower,no,no,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,no,no,0,0,0,0,0,0,0,0,0
Lacunicambarus_acanthura,Cambaridea,1,secondary_burrower,terrestrial_burrower,no,no,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,no,no,0,0,0,0,0,0,0,0,0
Lacunicambarus_diogenes,Cambaridea,1,primary_burrower,terrestrial_burrower,no,no,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,no,no,0,0,0,0,0,0,0,0,0
Ombrastacoides_asperrimanus,Parastacidea,1,primary_burrower,terrestrial_burrower,no,no,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,no,no,0,0,0,0,0,0,0,0,0
Ombrastacoides_decemdentatus,Parastacidea,1,primary_burrower,terrestrial_burrower,no,no,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,no,no,0,0,0,0,0,0,0,0,0
Ombrastacoides_denisoni,Parastacidea,1,primary_burrower,terrestrial_burrower,no,no,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,no,no,0,0,0,0,0,0,0,0,0
Ombrastacoides_huonensis,Parastacidea,1,secondary_burrower,terrestrial_burrower,no,no,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,no,no,0,0,0,0,0,0,0,0,0
Ombrastacoides_leptomerus,Parastacidea,1,secondary_burrower,terrestrial_burrower,no,no,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,no,no,0,0,0,0,0,0,0,0,0
Ombrastacoides_professorum,Parastacidea,1,primary_burrower,terrestrial_burrower,no,no,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,no,no,0,0,0,0,0,0,0,0,0
Ombrastacoides_pulcher,Parastacidea,1,primary_burrower,terrestrial_burrower,no,no,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,no,no,0,0,0,0,0,0,0,0,0
Pacifastacus_fortis,Astacidea,1,tertiary_burrower,aquatic_burrower,no,no,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,no,no,0,0,0,0,0,0,0,0,0
Pacifastacus_gambelii,Astacidea,1,tertiary_burrower,aquatic_burrower,no,no,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,no,no,0,0,0,0,0,0,0,0,0
Pacifastacus_leniusculus_leniusculus,Astacidea,1,tertiary_burrower,aquatic_burrower,no,no,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,no,no,0,0,0,0,0,0,0,0,0
Pacifastacus_leniusculus_trowbridgii,Astacidea,1,tertiary_burrower,aquatic_burrower,no,no,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,no,no,0,0,0,0,0,0,0,0,0
Paranephrops_planifrons,Parastacidea,1,tertiary_burrower,aquatic_burrower,no,no,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,no,no,0,0,0,0,0,0,0,0,0
Paranephrops_zealandicus,Parastacidea,1,tertiary_burrower,aquatic_burrower,no,no,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,no,no,0,0,0,0,0,0,0,0,0
Parastacus_brasiliensis,Parastacidea,1,primary_burrower,terrestrial_burrower,no,no,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,no,no,0,0,0,0,0,0,0,0,0
Parastacus_pilimanus,Parastacidea,1,primary_burrower,terrestrial_burrower,no,no,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,no,no,0,0,0,0,0,0,0,0,0
Parastacus_pugnax,Parastacidea,1,primary_burrower,terrestrial_burrower,no,no,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,no,no,0,0,0,0,0,0,0,0,0
Parastacus_varicosus,Parastacidea,1,primary_burrower,terrestrial_burrower,no,no,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,no,no,0,0,0,0,0,0,0,0,0
Procambarus_acutissimus,Cambaridea,1,tertiary_burrower,aquatic_burrower,no,no,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,no,no,0,0,0,0,0,0,0,0,0
Procambarus_advena,Cambaridea,1,primary_burrower,terrestrial_burrower,no,no,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,no,no,0,0,0,0,0,0,0,0,0
Procambarus_alleni,Cambaridea,1,secondary_burrower,terrestrial_burrower,no,no,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,no,no,0,0,0,0,0,0,0,0,0
Procambarus_ancylus,Cambaridea,1,tertiary_burrower,aquatic_burrower,no,no,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,no,no,0,0,0,0,0,0,0,0,0
Procambarus_apalachicolae,Cambaridea,1,secondary_burrower,terrestrial_burrower,no,no,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,no,no,0,0,0,0,0,0,0,0,0
Procambarus_barbatus,Cambaridea,1,tertiary_burrower,aquatic_burrower,no,no,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,no,no,0,0,0,0,0,0,0,0,0
Procambarus_bivittatus,Cambaridea,1,tertiary_burrower,aquatic_burrower,no,no,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,no,no,0,0,0,0,0,0,0,0,0
Procambarus_blandingii,Cambaridea,1,tertiary_burrower,aquatic_burrower,no,no,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,no,no,0,0,0,0,0,0,0,0,0
Procambarus_bouvieri,Cambaridea,1,tertiary_burrower,aquatic_burrower,yes,no,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,yes,red,0,0,0,0,0,1,0,0,0
Procambarus_braswelli,Cambaridea,1,tertiary_burrower,aquatic_burrower,no,no,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,no,no,0,0,0,0,0,0,0,0,0
Procambarus_capillatus,Cambaridea,1,secondary_burrower,terrestrial_burrower,no,no,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,no,no,0,0,0,0,0,0,0,0,0
Procambarus_caritus,Cambaridea,1,primary_burrower,terrestrial_burrower,no,no,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,no,no,0,0,0,0,0,0,0,0,0
Procambarus_ceruleus,Cambaridea,1,primary_burrower,terrestrial_burrower,no,no,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,no,no,0,0,0,0,0,0,0,0,0
Procambarus_chacei,Cambaridea,1,tertiary_burrower,aquatic_burrower,no,no,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,no,no,0,0,0,0,0,0,0,0,0
Procambarus_clemmeri,Cambaridea,1,tertiary_burrower,aquatic_burrower,no,no,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,no,no,0,0,0,0,0,0,0,0,0
Procambarus_curdi,Cambaridea,1,tertiary_burrower,aquatic_burrower,no,no,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,no,no,0,0,0,0,0,0,0,0,0
Procambarus_dupratzi,Cambaridea,1,tertiary_burrower,aquatic_burrower,no,no,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,no,no,0,0,0,0,0,0,0,0,0
Procambarus_econfinae,Cambaridea,1,secondary_burrower,terrestrial_burrower,no,no,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,no,no,0,0,0,0,0,0,0,0,0
Procambarus_epicyrtus,Cambaridea,1,tertiary_burrower,aquatic_burrower,no,no,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,no,no,0,0,0,0,0,0,0,0,0
Procambarus_escambiensis,Cambaridea,1,secondary_burrower,terrestrial_burrower,no,no,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,no,no,0,0,0,0,0,0,0,0,0
Procambarus_evermanni,Cambaridea,1,tertiary_burrower,aquatic_burrower,no,no,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,no,no,0,0,0,0,0,0,0,0,0
Procambarus_geminus,Cambaridea,1,tertiary_burrower,aquatic_burrower,no,no,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,no,no,0,0,0,0,0,0,0,0,0
Procambarus_gibbus,Cambaridea,1,tertiary_burrower,aquatic_burrower,no,no,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,no,no,0,0,0,0,0,0,0,0,0
Procambarus_hayi,Cambaridea,1,tertiary_burrower,aquatic_burrower,no,no,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,no,no,0,0,0,0,0,0,0,0,0
Procambarus_hirsutus,Cambaridea,1,tertiary_burrower,aquatic_burrower,no,no,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,no,no,0,0,0,0,0,0,0,0,0
Procambarus_hubbelli,Cambaridea,1,secondary_burrower,terrestrial_burrower,no,no,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,no,no,0,0,0,0,0,0,0,0,0
Procambarus_incilis,Cambaridea,1,tertiary_burrower,aquatic_burrower,no,no,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,no,no,0,0,0,0,0,0,0,0,0
Procambarus_kensleyi,Cambaridea,1,tertiary_burrower,aquatic_burrower,no,no,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,no,no,0,0,0,0,0,0,0,0,0
Procambarus_latipleurum,Cambaridea,1,secondary_burrower,terrestrial_burrower,no,no,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,no,no,0,0,0,0,0,0,0,0,0
Procambarus_leonensis,Cambaridea,1,tertiary_burrower,aquatic_burrower,no,no,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,no,no,0,0,0,0,0,0,0,0,0
Procambarus_litosternum,Cambaridea,1,tertiary_burrower,aquatic_burrower,no,no,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,no,no,0,0,0,0,0,0,0,0,0
Procambarus_lunzi,Cambaridea,1,tertiary_burrower,aquatic_burrower,no,no,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,no,no,0,0,0,0,0,0,0,0,0
Procambarus_natchitochae,Cambaridea,1,tertiary_burrower,aquatic_burrower,no,no,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,no,no,0,0,0,0,0,0,0,0,0
Procambarus_nigrocinctus,Cambaridea,1,tertiary_burrower,aquatic_burrower,no,no,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,no,no,0,0,0,0,0,0,0,0,0
Procambarus_ouachitae,Cambaridea,1,tertiary_burrower,aquatic_burrower,no,no,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,no,no,0,0,0,0,0,0,0,0,0
Procambarus_pearsei,Cambaridea,1,secondary_burrower,terrestrial_burrower,no,no,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,no,no,0,0,0,0,0,0,0,0,0
Procambarus_pictus,Cambaridea,1,tertiary_burrower,aquatic_burrower,no,no,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,no,no,0,0,0,0,0,0,0,0,0
Procambarus_pubescens,Cambaridea,1,tertiary_burrower,aquatic_burrower,no,no,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,no,no,0,0,0,0,0,0,0,0,0
Procambarus_pycnogonopodus,Cambaridea,1,tertiary_burrower,aquatic_burrower,no,no,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,no,no,0,0,0,0,0,0,0,0,0
Procambarus_raneyi,Cambaridea,1,tertiary_burrower,aquatic_burrower,no,no,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,no,no,0,0,0,0,0,0,0,0,0
Procambarus_rathbunae,Cambaridea,1,secondary_burrower,terrestrial_burrower,no,no,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,no,no,0,0,0,0,0,0,0,0,0
Procambarus_regalis,Cambaridea,1,secondary_burrower,terrestrial_burrower,no,no,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,no,no,0,0,0,0,0,0,0,0,0
Procambarus_regiomontanus,Cambaridea,1,tertiary_burrower,aquatic_burrower,no,no,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,no,no,0,0,0,0,0,0,0,0,0
Procambarus_reimeri,Cambaridea,1,secondary_burrower,terrestrial_burrower,no,no,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,no,no,0,0,0,0,0,0,0,0,0
Procambarus_seminolae,Cambaridea,1,tertiary_burrower,aquatic_burrower,no,no,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,no,no,0,0,0,0,0,0,0,0,0
Procambarus_shermani,Cambaridea,1,secondary_burrower,terrestrial_burrower,no,no,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,no,no,0,0,0,0,0,0,0,0,0
Procambarus_simulans,Cambaridea,1,secondary_burrower,terrestrial_burrower,no,no,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,no,no,0,0,0,0,0,0,0,0,0
